5.000000000000000000e-01 4.922194047586379573e-01
1.760000000000000009e+00 5.673744382797898389e-01
3.009999999999999787e+00 5.958578570407903063e-01
4.269999999999999574e+00 6.149699090287654712e-01
5.530000000000000249e+00 5.759901725945096862e-01
6.780000000000000249e+00 5.400218649269230564e-01
8.039999999999999147e+00 5.085370492256611197e-01
9.289999999999999147e+00 4.787108238499058754e-01
1.059999999999999964e+01 4.416343046068446077e-01
1.180000000000000071e+01 4.221778150097060811e-01
1.309999999999999964e+01 3.891643291273536032e-01
1.430000000000000071e+01 3.718192528883489945e-01
1.559999999999999964e+01 3.586754882021991331e-01
1.680000000000000071e+01 3.334845177680720307e-01
1.810000000000000142e+01 3.292881139754614273e-01
1.930000000000000071e+01 3.192593751693330595e-01
2.060000000000000142e+01 3.157042040716840359e-01
2.189999999999999858e+01 3.163267138925424105e-01
2.310000000000000142e+01 3.123034913467118701e-01
2.439999999999999858e+01 3.051404317319890147e-01
2.560000000000000142e+01 3.062862317071802787e-01
2.689999999999999858e+01 2.979336324456779983e-01
2.810000000000000142e+01 2.999077289668449220e-01
2.939999999999999858e+01 3.023927036762599774e-01
3.069999999999999929e+01 2.979442723497500722e-01
3.189999999999999858e+01 3.026653818678031183e-01
3.320000000000000284e+01 3.011457815111765468e-01
3.439999999999999858e+01 2.996762347407667115e-01
3.570000000000000284e+01 2.936530087763683516e-01
3.689999999999999858e+01 2.975508299387182309e-01
3.820000000000000284e+01 2.991583918748554338e-01
3.939999999999999858e+01 2.938031835734569719e-01
4.070000000000000284e+01 2.976164691509879390e-01
4.200000000000000000e+01 2.969278995597436355e-01
4.320000000000000284e+01 2.955486228003750826e-01
4.450000000000000000e+01 3.016013375909386562e-01
4.570000000000000284e+01 2.963791578289911022e-01
4.700000000000000000e+01 2.985917115252281206e-01
4.820000000000000284e+01 2.974382402494617494e-01
4.950000000000000000e+01 2.966201315839994135e-01
